1,211,0.90678,0.972727,204.328 205.009 204.177 204.931 204.014 204.769 204.196 204.45 204.454 204.412 204.296 204.267 204.257 204.102 203.879 203.78 203.67 203.551 203.438 203.328 203.249 203.144 203.046 202.929 202.843 202.768 202.642 202.518 202.397 202.31 202.223 202.104 202.012 201.926 201.832 201.731 201.634 201.553 201.448 201.323 201.202 201.135 201.102 201.067 201.149 201.252 201.384 201.521 201.638 201.728 201.857 201.977 202.086 202.193 202.307 202.379 188.329 ,962.35 962.35 962.65 962.65 962.95 962.95 963.25 963.55 963.85 964.15 964.45 964.75 965.05 965.35 965.65 965.95 966.25 966.55 966.85 967.15 967.45 967.75 968.05 968.35 968.65 968.95 969.25 969.55 969.85 970.15 970.45 970.75 971.05 971.35 971.65 971.95 972.25 972.55 972.85 973.15 973.45 973.75 974.05 974.35 974.65 974.95 975.25 975.55 975.85 976.15 976.45 976.75 977.05 977.35 977.65 977.95 1007.65
0,11,0.369231,0.785455,154.234 154.388 154.402 154.821 154.895 154.959 155.035 154.947 155.542 155.492 155.743 156.032 156.314 156.562 156.817 157.036 157.135 159.561 159.615 159.734 159.718 159.719 160.003 160.177 160.334 160.461 160.583 160.701 160.782 160.871 160.954 161.109 161.363 161.6 161.796 162.142 162.499 162.739 162.893 163.228 163.634 163.811 163.927 164.138 164.362 164.554 164.756 165.015 165.345 165.783 166.252 166.757 167.248 167.714 168.226 168.736 169.247 169.73 170.23 170.709 171.152 171.642 172.08 172.544 172.994 173.437 173.799 173.96 194.636 194.642 194.673 ,316.45 316.75 317.05 317.35 317.65 317.95 318.25 318.55 318.55 318.85 319.15 319.45 319.75 320.05 320.35 320.65 320.95 323.35 323.65 323.95 324.25 324.55 324.85 325.15 325.45 325.75 326.05 326.35 326.65 326.95 327.25 327.55 327.85 328.15 328.45 328.75 329.05 329.35 329.65 329.95 330.25 330.55 330.85 331.15 331.45 331.75 332.05 332.35 332.65 332.95 333.25 333.55 333.85 334.15 334.45 334.75 335.05 335.35 335.65 335.95 336.25 336.55 336.85 337.15 337.45 337.75 338.05 338.35 363.55 363.85 364.15
0,11,0.034188,1,153.924 153.426 153.267 153.15 153.137 153.09 153.341 153.546 ,317.35 317.65 317.95 318.25 318.55 318.85 319.15 319.45
0,11,0.244444,1,153.673 153.58 153.596 153.667 153.696 153.737 153.764 153.825 153.887 153.952 154.057 154.196 ,312.85 313.15 313.45 313.75 314.05 314.35 314.65 314.95 315.25 315.55 315.85 316.15
0,11,0.88835,0.998182,201.432 201.676 201.463 201.222 200.914 200.707 200.467 200.211 199.971 199.708 199.377 199.16 199.1 199.11 199.052 198.913 198.844 198.807 195.715 195.61 195.387 195.114 194.824 194.568 194.379 194.14 193.815 193.664 193.432 192.989 192.727 192.452 187.692 185.388 187.64 184.808 187.503 184.324 187.255 183.835 186.882 183.414 186.565 183.109 186.225 182.822 185.381 182.223 184.977 181.809 184.887 181.443 184.682 181.207 184.378 181.005 184.077 180.899 183.751 180.866 183.442 180.925 183.093 181.069 182.792 181.11 182.379 181.028 181.977 180.557 181.786 180.515 181.805 180.65 181.953 180.975 181.86 180.682 180.6 179.779 180.614 179.393 180.706 178.812 178.587 178.317 177.824 177.418 177.136 176.806 176.546 176.315 175.997 175.707 175.066 175.058 175.699 174.773 175.745 174.445 175.559 174.257 175.722 174.394 173.144 175.348 172.414 175.027 175.875 171.921 175.1 171.657 175.029 171.73 174.479 175.304 171.982 173.654 174.401 170.438 172.065 173.47 174.37 170.475 173.116 174.314 170.399 172.896 174.24 170.378 172.788 174.085 171.035 173.217 173.825 172.308 171.026 171.982 173.537 164.629 171.358 164.574 171.13 164.607 163.903 171.017 164.506 163.841 170.938 164.064 154.252 167.276 167.24 167.221 167.054 167.049 167.08 167.062 153.276 161.037 160.977 160.954 134.475 132.067 ,650.65 651.55 651.85 652.15 652.45 652.75 653.05 653.35 653.65 653.95 654.25 654.55 654.85 655.15 655.45 655.75 656.05 656.35 658.45 658.75 659.05 659.35 659.65 659.95 660.25 660.55 660.85 661.15 661.45 661.75 662.05 662.35 667.45 667.45 667.75 667.75 668.05 668.05 668.35 668.35 668.65 668.65 668.95 668.95 669.25 669.25 669.85 669.85 670.15 670.15 670.45 670.45 670.75 670.75 671.05 671.05 671.35 671.35 671.65 671.65 671.95 671.95 672.25 672.25 672.55 672.55 672.85 672.85 673.15 673.15 673.45 673.45 673.75 673.75 674.05 674.05 674.35 674.35 674.65 674.95 674.95 675.25 675.25 675.55 675.85 676.15 676.45 676.75 677.05 677.35 677.65 677.95 678.25 678.55 678.85 679.15 679.45 679.45 679.75 679.75 680.05 680.05 680.35 680.35 680.65 680.65 680.95 680.95 680.95 681.25 681.25 681.55 681.55 681.85 681.85 681.85 682.15 682.15 682.15 682.45 682.45 682.45 682.45 682.75 682.75 682.75 683.05 683.05 683.05 683.35 683.35 683.35 683.65 683.65 683.65 683.65 683.95 683.95 683.95 683.95 684.25 684.25 684.55 684.55 684.55 684.85 684.85 684.85 685.15 685.15 688.15 692.95 693.25 693.55 693.85 694.15 694.45 694.75 696.55 698.65 698.95 699.25 724.75 742.75
1,2212,0.025641,1,202.506 202.492 202.491 202.5 202.504 202.512 202.555 ,647.35 647.65 647.95 648.25 648.55 648.85 649.15
1,2212,0.1,1,203.828 204.358 203.884 204.525 204.107 ,650.05 650.05 650.35 650.35 650.65
1,2212,0.820513,0.435374,202.709 202.906 202.937 202.993 203.215 202.85 203.003 203.151 203.25 203.395 203.477 203.556 203.645 203.726 203.802 203.846 203.912 204.037 204.147 204.215 204.298 204.371 204.457 204.532 204.597 204.668 204.739 204.822 204.886 204.957 205.024 205.097 205.177 205.241 205.332 205.405 205.46 205.537 205.61 205.683 205.793 ,649.45 649.75 650.05 650.35 650.65 650.95 651.25 652.45 652.75 653.05 653.35 653.65 653.95 654.25 654.55 654.85 655.15 655.45 655.75 656.05 656.35 656.65 656.95 657.25 657.55 657.85 658.15 658.45 658.75 659.05 659.35 659.65 659.95 660.25 660.55 660.85 661.15 661.45 661.75 662.05 662.35
1,2212,0.783784,0.828571,203.302 203.524 203.788 204.109 204.325 205.075 204.295 205.338 204.365 205.585 204.422 205.856 206.1 206.354 206.615 206.853 207.122 207.36 207.619 207.866 208.123 208.387 208.655 208.946 209.212 209.489 209.757 210.031 210.279 210.524 210.765 211.005 211.244 211.461 211.61 211.673 221.978 221.956 218.129 218.136 218.162 ,651.55 651.85 652.15 652.45 652.75 653.05 653.05 653.35 653.35 653.65 653.65 653.95 654.25 654.55 654.85 655.15 655.45 655.75 656.05 656.35 656.65 656.95 657.25 657.55 657.85 658.15 658.45 658.75 659.05 659.35 659.65 659.95 660.25 660.55 660.85 661.15 668.35 668.65 671.35 671.65 671.95
1,2212,0.491525,1,202.332 202.266 202.216 202.175 202.099 202.019 201.961 201.884 201.834 201.772 201.752 201.763 201.794 201.82 201.841 201.89 201.916 201.949 201.993 202.037 202.11 202.184 202.242 202.254 ,651.55 651.85 652.15 652.45 652.75 653.05 653.35 653.65 653.95 654.25 654.55 654.85 655.15 655.45 655.75 656.05 656.35 656.65 656.95 657.25 657.55 657.85 658.15 658.45
