1,2212,1,0.909091,119.384 119.3 119.172 119.087 119.007 118.93 118.852 118.763 118.681 118.631 118.502 118.428 118.346 118.246 118.169 118.077 117.99 117.894 117.804 117.721 117.631 117.547 117.454 117.321 117.264 117.216 117.147 117.073 117.005 116.932 116.861 116.777 116.694 116.606 116.52 116.42 116.329 116.239 116.138 116.06 116.016 ,846.25 846.55 846.85 847.15 847.45 847.75 848.05 848.35 848.65 848.95 849.25 849.55 849.85 850.15 850.45 850.75 851.05 851.35 851.65 851.95 852.25 852.55 852.85 853.15 853.45 853.75 854.05 854.35 854.65 854.95 855.25 855.55 855.85 856.15 856.45 856.75 857.05 857.35 857.65 857.95 858.25
1,2212,0.733333,1,115.512 115.676 115.968 116.284 116.596 116.921 117.225 117.569 117.915 118.357 118.63 118.917 119.244 ,842.35 842.65 842.95 843.25 843.55 843.85 844.15 844.45 844.75 845.05 845.35 845.65 845.95
0,11,0.892892,0.998911,165.12 165.08 165.017 164.967 164.921 164.883 164.824 164.784 164.735 164.689 164.641 164.57 164.53 164.451 164.303 164.036 164.331 164.303 164.246 164.2 164.163 164.095 164.05 163.98 163.926 163.857 163.81 163.767 163.711 163.683 163.613 163.542 163.483 163.433 163.396 163.333 163.261 163.205 163.167 163.12 163.06 163 162.949 162.887 162.81 162.72 162.613 162.48 162.276 162.517 162.317 162.311 162.351 162.357 162.331 162.246 162.231 163.364 162.289 163.245 162.422 161.919 162.99 161.837 163.379 161.755 163.674 161.683 163.932 161.595 164.388 161.436 164.566 161.417 164.582 161.512 161.503 161.484 161.465 161.458 161.346 161.215 159.858 161.903 159.802 162.136 159.766 162.445 159.743 162.697 159.403 162.938 160.066 159.281 163.15 160.2 159.167 163.321 160.307 158.991 164.222 160.67 158.912 164.334 160.84 158.868 164.385 160.931 158.833 164.537 158.816 164.59 158.793 164.521 158.777 164.151 158.775 158.752 158.697 158.654 158.554 158.434 158.33 158.228 158.158 158.064 158.019 157.963 157.915 157.909 157.952 158.021 158.098 158.232 158.372 158.434 158.559 158.772 159.534 159.303 158.192 158.127 158.077 158.025 156.69 157.895 156.666 157.681 156.62 157.536 158.596 156.564 157.539 158.302 156.48 159.043 157.419 158.361 156.403 159.106 157.43 158.295 156.402 159.144 161.163 157.45 158.218 157.426 158.219 157.33 158.232 157.181 158.232 157.119 158.412 157.104 158.502 157.051 158.566 156.974 156.909 156.815 156.789 156.781 156.75 156.672 156.637 156.637 156.67 156.663 157.079 156.213 157.066 156.126 156.88 156.154 156.835 156.239 156.624 156.849 156.196 156.845 156.019 156.84 156.025 156.815 156.824 156.803 156.809 156.783 156.791 156.778 156.778 156.803 156.846 156.885 156.942 156.98 157.031 157.061 157.089 157.109 157.102 157.105 157.116 157.139 157.155 157.162 157.199 157.21 157.25 157.262 157.307 157.335 157.373 157.369 157.359 157.344 157.352 157.41 157.426 157.466 149.372 150.259 147.588 149.181 151.171 ,640.75 641.05 641.35 641.65 641.95 642.25 642.55 642.85 643.15 643.45 643.75 644.05 644.35 644.65 644.95 645.25 645.55 645.85 646.15 646.45 646.75 647.05 647.35 647.65 647.95 648.25 648.55 648.85 649.15 649.45 649.75 650.05 650.35 650.65 650.95 651.25 651.55 651.85 652.15 652.45 652.75 653.05 653.35 653.65 653.95 654.25 654.55 654.85 655.15 655.45 655.75 656.05 656.35 656.65 656.95 657.25 657.55 657.55 657.85 657.85 658.15 658.45 658.45 658.75 658.75 659.05 659.05 659.35 659.35 659.65 659.65 659.95 659.95 660.25 660.25 660.55 660.85 661.15 661.45 661.75 662.05 662.35 667.45 667.45 667.75 667.75 668.05 668.05 668.35 668.35 668.65 668.65 668.65 668.95 668.95 668.95 669.25 669.25 669.25 669.85 669.85 669.85 670.15 670.15 670.15 670.45 670.45 670.45 670.75 670.75 671.05 671.05 671.35 671.35 671.65 671.65 671.95 672.25 672.55 672.85 673.15 673.45 673.75 674.05 674.35 674.65 674.95 675.25 675.55 675.85 676.15 676.45 676.75 677.05 677.35 677.65 677.95 678.25 678.25 678.55 679.15 679.45 679.75 680.05 680.05 680.35 680.35 680.65 680.65 680.95 680.95 680.95 681.25 681.25 681.25 681.25 681.55 681.55 681.55 681.55 681.85 681.85 681.85 681.85 681.85 682.15 682.15 682.45 682.45 682.75 682.75 683.05 683.05 683.35 683.35 683.65 683.65 683.95 683.95 684.25 684.55 684.85 685.15 685.45 685.75 686.05 686.35 686.65 686.95 687.25 687.55 687.55 687.85 687.85 688.15 688.15 688.45 688.45 688.75 689.05 689.05 689.35 689.35 689.65 689.65 689.95 690.25 690.55 690.85 691.15 691.45 691.75 692.05 692.35 692.65 692.95 693.25 693.55 693.85 694.15 694.45 694.75 695.05 695.35 695.65 695.95 696.25 696.55 696.85 697.15 697.45 697.75 698.05 698.35 698.65 698.95 699.25 699.55 699.85 700.15 700.45 700.75 720.25 720.25 724.75 724.75 724.75
1,2212,0.989362,0.965398,165.52 165.513 165.514 165.499 165.503 165.496 165.478 165.506 165.702 165.752 165.754 165.781 165.81 165.842 165.859 165.874 165.891 165.931 165.941 165.981 165.997 166.018 166.049 166.07 166.109 166.124 166.155 166.172 166.199 166.233 166.248 166.291 166.313 166.329 166.347 166.388 166.435 166.452 166.491 166.526 166.558 166.598 166.617 166.657 166.689 166.728 166.736 166.783 166.821 166.845 166.885 166.927 166.976 167.001 167.027 167.08 167.113 167.151 167.177 167.225 167.258 167.298 167.348 167.391 167.437 167.47 167.526 167.565 167.608 167.643 167.686 167.734 167.772 167.82 167.863 167.912 167.961 167.978 168.029 168.066 168.113 168.812 168.854 168.894 168.923 168.966 169.001 169.043 169.122 169.164 169.199 169.23 169.27 169.305 169.347 169.378 169.413 169.455 169.487 169.527 169.578 169.608 169.665 169.698 169.735 169.784 169.844 169.891 169.938 169.995 170.029 170.106 170.164 170.221 170.279 170.321 170.369 170.423 170.481 170.519 170.569 170.622 170.68 170.717 170.76 170.817 170.858 170.894 170.947 170.998 171.057 171.098 171.137 171.197 171.222 171.236 ,638.35 638.65 638.95 639.25 639.55 639.85 640.15 640.45 640.75 641.05 641.35 641.65 641.95 642.25 642.55 642.85 643.15 643.45 643.75 644.05 644.35 644.65 644.95 645.25 645.55 645.85 646.15 646.45 646.75 647.05 647.35 647.65 647.95 648.25 648.55 648.85 649.15 649.45 649.75 650.05 650.35 650.65 650.95 651.25 651.55 651.85 652.15 652.45 652.75 653.05 653.35 653.65 653.95 654.25 654.55 654.85 655.15 655.45 655.75 656.05 656.35 656.65 656.95 657.25 657.55 657.85 658.15 658.45 658.75 659.05 659.35 659.65 659.95 660.25 660.55 660.85 661.15 661.45 661.75 662.05 662.35 667.45 667.75 668.05 668.35 668.65 668.95 669.25 669.85 670.15 670.45 670.75 671.05 671.35 671.65 671.95 672.25 672.55 672.85 673.15 673.45 673.75 674.05 674.35 674.65 674.95 675.25 675.55 675.85 676.15 676.45 676.75 677.05 677.35 677.65 677.95 678.25 678.55 678.85 679.15 679.45 679.75 680.05 680.35 680.65 680.95 681.25 681.55 681.85 682.15 682.45 682.75 683.05 683.35 683.65 683.95
1,2212,0.875,0.875,164.341 164.365 164.386 164.427 164.472 164.52 164.574 164.639 164.705 164.772 164.832 164.89 164.937 164.993 165.062 165.146 165.215 165.292 165.37 165.434 165.493 ,632.05 632.35 632.65 632.95 633.25 633.55 633.85 634.15 634.45 634.75 635.05 635.35 635.65 635.95 636.25 636.55 636.85 637.15 637.45 637.75 638.05
0,11,0.643982,1,139.881 139.847 139.79 139.785 139.783 139.757 140.848 139.736 140.806 139.712 140.766 139.676 140.698 139.638 140.835 140.355 139.605 140.879 140.315 139.605 140.876 140.258 140.017 139.965 139.606 140.667 139.469 140.601 139.435 140.5 139.394 140.34 139.372 140.2 139.351 140.143 139.334 140.028 139.265 139.907 139.248 139.904 139.219 139.185 139.137 139.094 139.068 139.005 138.939 138.914 138.883 138.842 138.776 138.714 138.669 138.623 138.553 138.479 138.422 138.349 139.467 138.274 139.457 138.218 139.431 136.264 138.148 139.411 136.282 135.494 138.123 139.392 136.268 135.502 138.086 139.373 135.511 142.489 137.984 139.371 142.482 137.888 139.353 142.481 137.834 139.356 137.754 139.365 137.695 139.361 135.793 137.622 139.36 135.733 134.772 138.844 139.336 135.607 134.692 138.765 139.291 135.522 134.633 138.735 139.243 135.429 134.582 138.931 135.383 134.488 139.144 135.342 138.636 134.375 139.085 135.206 138.534 134.173 139.114 135.043 138.47 134.022 139.054 134.903 138.379 133.855 139.003 134.739 138.301 133.667 138.948 134.536 138.246 133.549 138.883 134.395 138.189 133.531 138.836 134.186 138.106 133.788 138.773 138.063 133.715 138.687 138.036 133.569 138.469 133.287 138.532 137.923 133.022 138.156 132.81 138.205 135.079 142.278 132.618 138.28 142.301 132.406 138.296 142.341 132.287 138.228 142.451 132.16 138.099 142.479 132.019 138.159 142.525 131.92 138.206 139.412 142.564 131.72 138.245 139.396 142.663 131.548 142.78 131.403 142.941 144.266 131.258 143.185 144.305 131.243 143.475 144.373 131.278 144.383 130.755 131.314 144.573 130.675 130.51 140.373 130.376 130.217 130.129 130.012 135.538 137.197 142.785 129.676 135.54 137.087 142.886 129.407 135.592 136.896 142.913 129.155 135.523 136.861 128.932 135.36 136.895 128.758 143.971 128.606 144.032 128.546 130.542 144.111 128.525 130.484 128.468 130.434 134.043 130.382 134.042 130.305 130.307 136.833 123.334 136.779 123.4 136.75 123.686 123.763 137.712 144.689 144.624 136.385 137.813 135.713 137.8 135.601 135.613 118.54 117.638 118.089 118.086 134.726 134.724 134.559 134.443 132.261 132.289 130.135 130.164 130.182 130.19 126.448 126.396 126.38 133.43 133.448 133.506 133.645 133.676 133.659 136.706 136.712 136.796 136.846 136.847 136.846 136.843 136.854 136.899 136.894 136.869 136.808 136.737 136.675 136.738 136.755 136.767 136.791 136.872 136.93 136.972 137.011 137.067 137.135 137.128 137.086 136.963 136.799 136.662 136.519 136.329 136.248 136.267 136.274 133.506 133.522 140.756 140.736 140.686 128.761 128.759 ,229.45 229.75 230.05 230.35 230.65 230.95 230.95 231.25 231.25 231.55 231.55 231.85 231.85 232.15 232.15 232.15 232.45 232.45 232.45 232.75 232.75 232.75 233.05 233.35 233.65 233.65 233.95 233.95 234.25 234.25 234.55 234.55 234.85 234.85 235.15 235.15 235.45 235.45 235.75 235.75 236.05 236.05 236.35 236.65 236.95 237.25 237.55 237.85 238.15 238.45 238.75 239.05 239.35 239.65 239.95 240.25 240.55 240.85 241.15 241.45 241.45 241.75 241.75 242.05 242.05 242.05 242.35 242.35 242.35 242.35 242.65 242.65 242.65 242.65 242.95 242.95 242.95 242.95 243.25 243.25 243.25 243.55 243.55 243.55 243.85 243.85 244.15 244.15 244.45 244.45 244.45 244.75 244.75 244.75 249.85 249.85 249.85 249.85 250.15 250.15 250.15 250.15 250.45 250.45 250.45 250.45 250.75 250.75 250.75 251.05 251.05 251.05 251.05 251.35 251.35 251.35 251.35 251.65 251.65 251.65 251.65 251.95 251.95 251.95 251.95 252.25 252.25 252.25 252.25 252.55 252.55 252.55 252.55 252.85 252.85 252.85 252.85 253.15 253.15 253.15 253.15 253.45 253.45 253.45 253.75 253.75 253.75 254.05 254.05 254.35 254.35 254.35 254.65 254.65 254.95 254.95 254.95 254.95 255.25 255.25 255.25 255.55 255.55 255.55 255.85 255.85 255.85 256.15 256.15 256.15 256.45 256.45 256.45 256.75 256.75 256.75 256.75 257.05 257.05 257.05 257.05 257.35 257.35 257.65 257.65 257.65 257.95 257.95 257.95 258.25 258.25 258.25 258.55 258.55 258.85 258.85 258.85 259.15 259.45 259.45 259.75 260.05 260.35 260.65 260.65 260.65 260.65 260.95 260.95 260.95 260.95 261.25 261.25 261.25 261.25 261.55 261.55 261.55 261.85 261.85 261.85 262.15 262.15 262.45 262.45 262.75 262.75 262.75 263.05 263.05 263.35 263.35 263.35 263.65 263.65 263.95 264.25 273.85 273.85 274.15 274.15 274.45 274.45 274.75 275.05 278.35 278.65 279.55 279.55 279.85 279.85 280.15 280.45 283.15 283.15 283.45 283.75 284.95 285.25 285.55 285.85 295.15 295.45 297.85 298.15 298.45 298.75 308.05 308.35 308.65 317.05 317.35 317.65 317.95 318.25 318.55 319.75 320.05 320.35 320.65 320.95 321.25 321.55 321.85 322.15 322.45 322.75 323.05 323.35 323.65 323.95 324.25 324.55 324.85 325.15 325.45 325.75 326.05 326.35 326.65 326.95 327.25 327.55 327.85 328.15 328.45 328.75 329.05 329.35 329.65 333.85 334.15 334.75 335.05 335.35 343.15 343.45
0,11,0.052306,1,137.377 137.368 137.509 137.707 138.014 138.228 138.979 139.575 139.968 140.049 140.002 136.735 136.735 136.785 136.9 136.893 136.792 136.761 136.842 136.897 136.827 137.067 137.026 137.026 137.019 137.021 137.046 137.158 137.227 137.305 137.376 137.541 137.747 138.01 138.283 138.505 138.567 ,273.25 273.55 273.85 274.15 274.45 274.75 275.05 275.35 275.65 275.95 276.25 276.55 276.85 277.15 277.45 277.75 278.05 278.35 278.65 278.95 279.25 279.55 279.85 280.15 280.45 280.75 281.05 281.35 281.65 281.95 282.25 282.55 282.85 283.15 283.45 283.75 284.05
0,11,0.975904,0.852632,70.8057 70.2276 70.032 36.6363 35.3826 39.2933 40.1848 41.0762 41.9677 42.8592 43.7507 44.6422 45.5337 46.1744 38.4018 33.2746 63.1248 36.5631 33.8886 35.6716 34.7801 39.2376 40.129 41.0205 41.912 42.8035 43.695 44.5865 45.4222 48.2133 37.4546 38.3461 32.9971 63.1784 36.5432 34.4846 37.6385 33.0548 63.1993 36.4517 33.7772 30.2112 31.1027 35.5602 34.6687 37.1203 31.9942 32.8857 63.2097 36.3138 33.4851 30.2441 38.546 63.2433 36.1884 33.0216 29.5983 27.6477 26.5316 63.33 36.2298 32.471 26.4141 63.2022 31.9267 31.3757 30.8333 30.279 29.7313 29.1734 28.6118 28.0445 27.4645 ,85.15 89.65 90.55 96.25 96.25 96.25 96.25 96.25 96.25 96.25 96.25 96.25 96.25 96.25 96.25 96.25 96.25 96.55 96.55 96.55 96.55 96.55 96.55 96.55 96.55 96.55 96.55 96.55 96.55 96.55 96.55 96.55 96.55 96.55 96.85 96.85 96.85 96.85 96.85 97.15 97.15 97.15 97.15 97.15 97.15 97.15 97.15 97.15 97.15 97.45 97.45 97.45 97.45 97.45 97.75 97.75 97.75 97.75 97.75 97.75 98.05 98.05 98.05 98.05 98.35 98.65 98.95 99.25 99.55 99.85 100.15 100.45 100.75
1,2212,0.993789,0.977597,206.366 206.338 206.139 206.005 205.845 205.703 205.598 205.446 205.331 205.25 205.09 204.998 204.865 203.68 203.527 203.373 203.179 203.015 202.852 202.713 202.521 202.344 202.211 202.025 201.874 201.759 201.584 201.441 201.319 201.228 201.12 201.002 200.932 200.811 200.706 200.603 200.528 200.422 200.31 200.206 200.11 200.013 199.92 199.809 199.699 199.63 199.519 199.416 199.318 199.184 199.093 199.012 198.887 198.796 198.696 198.591 198.484 198.396 198.284 198.187 198.088 197.981 197.886 197.765 197.697 197.58 197.476 197.386 197.274 197.173 197.067 196.967 196.866 196.768 196.664 196.555 196.448 196.354 196.24 196.147 196.016 195.921 195.848 195.74 195.61 195.506 195.399 195.293 195.187 195.095 195.015 194.88 194.792 194.692 194.604 194.494 194.374 194.274 194.156 194.071 193.948 193.85 193.752 193.651 193.549 193.431 193.312 193.234 193.144 193.008 192.906 192.815 192.706 192.6 192.493 192.396 192.281 192.199 192.096 191.982 191.873 191.768 191.662 191.556 191.454 191.348 191.266 191.142 191.041 190.934 190.828 190.725 190.599 190.498 190.41 190.307 190.191 190.098 189.978 189.882 189.782 189.68 189.565 189.457 189.365 189.261 189.183 189.071 188.975 188.862 188.758 188.648 188.555 188.444 188.341 188.256 188.149 188.047 187.984 188.039 187.79 187.835 187.547 187.423 187.323 187.224 187.114 187.023 186.919 186.821 186.727 186.613 186.496 186.424 186.3 186.209 186.096 186.013 185.916 185.777 185.687 185.58 185.475 185.375 185.273 185.148 185.05 184.922 184.829 184.723 184.609 184.518 184.42 184.316 182.595 182.5 182.408 182.28 182.177 182.084 181.987 181.875 181.777 181.652 181.539 181.436 181.321 181.205 181.086 180.972 180.881 180.754 180.63 180.536 180.421 180.301 180.191 180.098 179.965 179.851 179.742 179.637 179.527 179.423 179.309 179.212 179.097 178.987 178.887 178.772 178.66 178.538 178.426 178.307 178.185 178.095 177.971 177.855 177.735 177.639 177.528 177.445 ,958.45 958.75 959.05 959.35 959.65 959.95 960.25 960.55 960.85 961.15 961.45 961.75 962.05 963.55 963.85 964.15 964.45 964.75 965.05 965.35 965.65 965.95 966.25 966.55 966.85 967.15 967.45 967.75 968.05 968.35 968.65 968.95 969.25 969.55 969.85 970.15 970.45 970.75 971.05 971.35 971.65 971.95 972.25 972.55 972.85 973.15 973.45 973.75 974.05 974.35 974.65 974.95 975.25 975.55 975.85 976.15 976.45 976.75 977.05 977.35 977.65 977.95 978.25 978.55 978.85 979.15 979.45 979.75 980.05 980.35 980.65 980.95 981.25 981.55 981.85 982.15 982.45 982.75 983.05 983.35 983.65 983.95 984.25 984.55 984.85 985.15 985.45 985.75 986.05 986.35 986.65 986.95 987.25 987.55 987.85 988.15 988.45 988.75 989.05 989.35 989.65 989.95 990.25 990.55 990.85 991.15 991.45 991.75 992.05 992.35 992.65 992.95 993.25 993.55 993.85 994.15 994.45 994.75 995.05 995.35 995.65 995.95 996.25 996.55 996.85 997.15 997.45 997.75 998.05 998.35 998.65 998.95 999.25 999.55 999.85 1000.15 1000.45 1000.75 1001.05 1001.35 1001.65 1001.95 1002.25 1002.55 1002.85 1003.15 1003.45 1003.75 1004.05 1004.35 1004.65 1004.95 1005.25 1005.55 1005.85 1006.15 1006.45 1006.75 1007.05 1007.35 1007.65 1007.95 1008.25 1008.55 1008.85 1009.15 1009.45 1009.75 1010.05 1010.35 1010.65 1010.95 1011.25 1011.55 1011.85 1012.15 1012.45 1012.75 1013.05 1013.35 1013.65 1013.95 1014.25 1014.55 1014.85 1015.15 1015.45 1015.75 1016.05 1016.35 1016.65 1016.95 1017.25 1017.55 1022.65 1022.95 1023.25 1023.55 1023.85 1024.15 1024.45 1024.75 1025.05 1025.35 1025.65 1025.95 1026.25 1026.55 1026.85 1027.15 1027.45 1027.75 1028.05 1028.35 1028.65 1028.95 1029.25 1029.55 1029.85 1030.15 1030.45 1030.75 1031.05 1031.35 1031.65 1031.95 1032.25 1032.55 1032.85 1033.15 1033.45 1033.75 1034.05 1034.35 1034.65 1034.95 1035.25 1035.55 1035.85 1036.15 1036.45 1036.75
0,11,0.960212,1,207.13 207.483 207.878 208.298 208.682 209.079 209.312 209.713 210.186 210.521 210.861 211.276 211.659 212.032 212.419 212.782 213.112 213.515 213.952 214.254 214.462 215.08 215.4 215.812 216.189 216.586 217.057 217.482 218.02 218.421 218.718 219.148 219.544 219.997 220.476 220.993 221.334 221.606 ,959.05 959.35 959.65 959.95 960.25 960.55 960.85 961.15 961.45 961.75 962.05 962.35 962.65 962.95 963.25 963.55 963.85 964.15 964.45 964.75 965.05 965.35 965.65 965.95 966.25 966.55 966.85 967.15 967.45 967.75 968.05 968.35 968.65 968.95 969.25 969.55 969.85 970.15
