,id,rss,rss2,pc2,nHits,eps
0,1,-0.37115278906886806,-0.3680804913035286,-0.6403056514196468,-0.653644230656584,1.8817131291904452
1,1,-0.3711112313494804,-0.36803856273973035,-0.69373447835578,-0.5205283271817199,-0.8897253665599809
2,1,-0.37110239393475597,-0.3680376341193576,-0.6886032109315795,-0.5870862789191519,-0.6777027493987462
3,1,-0.37114466994577344,-0.3680691543250864,-0.6900591530963857,-0.618613729742146,-0.43539118692876355
4,0,-0.14631124951658442,-0.11584022041655802,-0.3857647339892857,0.20109999165570092,-0.6019803861268765
5,1,-0.36490545040871175,-0.36693794548167763,-0.6818132542921028,-0.18773856849455983,-0.31423540569377234
6,1,-0.3710175357806363,-0.3680332632243537,-0.6770492167399459,-0.5905893290105957,-0.6928472220531201
7,0,3.3665513557931956,3.7770819808845664,2.082908138144797,0.44631349805676623,0.0492319380112016
8,0,-0.3245632464975728,-0.3198121164819951,2.5454935959647313,-0.534540527547495,0.6095774262230363
9,0,-0.3586550084847511,-0.3542318564314958,0.7894887847217853,-0.40843072425551863,3.1084154141947047
10,1,-0.3674711060622925,-0.3652668784731256,-0.6922895887964367,0.18358474119848195,-0.6474138040899984
11,0,-0.3711086486719232,-0.36806553012736304,-0.6933621162740691,-0.5310374774560513,-0.859436421251233
12,1,-0.3464294116785927,-0.3457840385569895,-0.46740893345279266,-0.4644795257186193,-0.9351587845231026
13,0,-0.3636462228168483,-0.36020513511117336,-0.6613345078434392,-0.4154368244384062,-0.5565469681637548
14,0,-0.3692643551255619,-0.3662216133798751,1.7560650407728904,-0.636128980199365,1.8665686565360713
15,0,-0.37053639231396573,-0.3676102263564548,-0.44159853585428543,-0.6221167798335898,-0.14764620649565927
16,0,-0.33252059310591997,-0.32729697721985834,-0.5961942195445392,-0.0896531659341337,-0.26880198773065056
17,1,-0.3703163127904282,-0.3671651102041105,0.4639660223647101,-0.6396320302908088,2.1846025822779165
18,1,-0.3709246091688251,-0.3678645988173408,3.029280740665347,-0.6466381304736963,1.8665686565360713
19,1,-0.37049039095670927,-0.3673842858178522,-0.6755296234412805,-0.5205283271817199,-0.5868359134725026
20,1,-0.3629265595981392,-0.3592977390345904,-0.575087009280792,-0.5205283271817199,2.3966251994391468
21,1,-0.35099340511562693,-0.34685327986060416,2.9957377567961876,-0.5800801787362644,-0.42024671427438964
22,1,-0.35248158263606577,-0.35793469266780775,-0.6857202307051001,0.32020369476478977,-0.7534251126706157
23,1,-0.37102685524636686,-0.3679316775764232,-0.6833087914633071,-0.5765771286448206,-0.7382806400162418
24,1,-0.37079239180296525,-0.36766990812641287,-0.13055195827435653,-0.503013076724501,-0.28394646038502447
25,0,-0.11532915065181847,-0.17628213634873352,-0.5591221058487816,1.034825913419323,-0.6474138040899984
26,1,-0.3711228504318374,-0.3680695083619358,-0.6947775769858535,-0.45747342553573167,-0.9654477298318505
27,1,-0.3686080446333525,-0.36535822050384265,-0.6726119702470387,-0.45747342553573167,0.6398663715317842
28,1,-0.2460759917329764,-0.2814167131723148,-0.29753828777206354,-0.25779957032343565,-1.0563145657580937
29,0,2.6441015185742267,2.7078393423468374,2.5380569143194442,0.8526673086642459,-0.5414024955093809
30,0,0.13541430373675495,0.19906520514051904,1.3889927057372249,0.15906339055837543,-0.32937987834814625
31,0,-0.36659450266842486,-0.3630230071485929,0.940923942310376,-0.4679825758100631,-0.35966882365689407
32,1,-0.3711068714563834,-0.36804694914070857,-0.6950463377482365,-0.41193377434696243,0.20067666455494074
33,1,-0.36557990748531355,-0.36475798103746176,-0.6928372268394095,0.5654172011658551,-1.0866035110668415
34,1,-0.37097351741705287,-0.3679147670109544,-0.6926357364388622,-0.4434612251699565,-0.8897253665599809
35,1,-0.36800090410876213,-0.3645961418221448,-0.5150533982424869,-0.5555588280961579,-0.859436421251233
36,0,-0.3705814326957921,-0.36791182182864374,-0.6524313395047632,-0.5625649282790454,-0.7534251126706157
37,0,0.7250875617474848,0.8068436977045526,0.4246746658944817,0.7300605554637133,-0.40510224162001574
38,1,-0.37105716413368856,-0.3679777884272861,-0.4449953005995153,-0.6466381304736963,0.9427558246192624
39,1,-0.3711453968211016,-0.3680804913035286,-0.5872046059792719,-0.653644230656584,2.033157855734181
40,0,-0.3337817490155347,-0.3279303707613617,-0.6538493878270777,-0.06513181529402717,-0.707991694707494
41,1,-0.3710582612353041,-0.36799924535131245,-0.6844671969067538,-0.5835832288277082,-0.7382806400162418
42,0,-0.22769409690408843,-0.2107306877021575,0.8499830092442152,-0.25779957032343565,-0.19307962445878102
43,0,-0.32244490778469087,-0.31343640277964313,-0.5923235526092108,0.21511219202147608,-0.9200143118687287
44,0,-0.3710325521285962,-0.3679495518473685,-0.483891754610136,-0.6431350803822525,0.8064555707298973
45,0,-0.37097877802886037,-0.36788491451610994,0.058317466202739275,-0.6501411805651401,2.6086478166003766
46,0,1.6228373972986478,1.7242019592738014,-0.019501156230544523,4.229607596816059,-0.7837140579793634
47,0,-0.34606513288697305,-0.34050074194907426,3.0044814947107503,-0.47498867599295064,0.39755480906180163
48,0,-0.35368223507870494,-0.3593120909345643,2.737737202580313,-0.5485527279132703,0.42784375437054945
49,0,-0.37103490524240423,-0.3680468840531689,-0.605972407994941,-0.6326259301079212,-0.04163489791504188
50,1,-0.3711463746470338,-0.36806485641727704,-0.6938380673802336,-0.5870862789191519,-0.46568013223751137
51,0,-0.3707586728154629,-0.3678233281126948,-0.6923919867307246,-0.40843072425551863,0.45813269967929726
52,1,-0.36906873726731854,-0.3659284025175211,-0.6743973136530297,-0.401424624072631,-0.8442919485968591
53,1,-0.3706324057960469,-0.367488856585331,-0.6846161614442583,-0.47849172608439444,-0.9654477298318505
54,0,2.7839891624812747,3.1123262883358054,0.42637915699239237,4.366226550382367,-0.9048698392143548
55,0,-0.3711579344236162,-0.368078602171155,-0.691156937645702,-0.6431350803822525,0.2763990278268103
56,0,-0.28660386475825894,-0.2740850885546042,-0.58719280366295,1.3676156721064832,-0.6625582767443723
57,1,-0.3709391637111217,-0.3680146797537362,-0.6897398386801304,-0.49951002663305716,-0.9351587845231026
58,0,-0.3101254820026206,-0.3089476364142779,-0.6715488360472569,0.5198775499770858,0.14009877393744508
59,0,-0.3696038852564207,-0.3664448347627172,-0.6269089950144114,-0.5415466277303826,-0.5716914408181287
60,0,-0.2859955014424599,-0.3011806783889687,-0.3400969535356106,-0.17022331803734086,-0.04163489791504188
61,0,-0.3706034654356846,-0.3675381597809943,0.022878607836192246,-0.6396320302908088,0.9276113519648885
62,0,-0.34632034341844886,-0.34044506842020233,-0.43861160198830323,-0.07213791547691474,0.10980982862869725
63,1,-0.37097142682979783,-0.36805538809389143,-0.6907624659897466,-0.4960069765416134,-0.9503032571774765
64,0,-0.35703037191471554,-0.3526189427197924,-0.6093939255764106,-0.24378736995766048,-0.3899577689656418
65,1,-0.35575014593225013,-0.35188093941873083,0.6356284558793461,-0.5660679783704892,-0.3899577689656418
66,1,-0.3706458800432228,-0.3680388900729496,-0.68278893727196,-0.4960069765416134,-0.9503032571774765
67,0,-0.37115111859996736,-0.368072354642615,-0.6869402175291224,-0.636128980199365,-0.026490425260667968
68,1,1.0923656950326883,1.1105319398895503,3.0361717217926087,2.3484696977107444,-0.8442919485968591
69,1,-0.3711203078931754,-0.36803601344062037,-0.6897048778837799,-0.5940923791020395,-0.7231361673618679
70,0,-0.37071937818808065,-0.3679557435494965,-0.5803319125545982,-0.6431350803822525,2.7298035978353656
71,1,-0.32870385446516226,-0.3664202411244752,-0.6624201000207088,-0.3138483717865363,-1.0866035110668415
72,0,-0.3711017804481277,-0.36801706595014705,-0.6902497305410664,-0.5730740785533768,-0.7685695853249895
73,0,-0.36438905066292987,-0.36050939250981084,-0.5419960532484813,-0.6431350803822525,3.9716503554939986
74,0,-0.3695238070849519,-0.3668859439633954,-0.6900897479726601,-0.2718117706892108,-0.14764620649565927
75,0,-0.03555662605390592,-0.02035785095926649,-0.576833193406972,0.7160483550979381,0.14009877393744508
76,0,-0.370944769453697,-0.3679020651815418,1.3501886132750738,-0.6326259301079212,0.7913110980755234
77,0,-0.34463048573942223,-0.3452215219458702,0.9462880647463175,-0.17372636812878467,-0.1627906791500332
78,1,1.2315277460193788,0.8192944227592518,1.7399936603477828,0.10301458909527478,-0.6928472220531201
79,1,-0.371105034763942,-0.36801824957186646,-0.6636911264812164,-0.6291228800164774,-0.23851304242190274
